step,epoch,loss,reg,pred,probe,cov_loss,std_loss,sim_loss_t,idm_loss
37,0,8.832117080688477,8.486318588256836,0.33878976106643677,0.007008890621364117,0.1734755039215088,0.3545564115047455,0.09862370789051056,0.24212723970413208
38,0,8.781111717224121,8.36893367767334,0.4065966010093689,0.005581545643508434,0.20465904474258423,0.32730934023857117,0.10528764128684998,0.23125995695590973
39,0,8.732964515686035,8.321544647216797,0.40691909193992615,0.004500495735555887,0.2044382095336914,0.32755061984062195,0.10086499899625778,0.23484931886196136
40,0,8.928549766540527,8.443445205688477,0.48150521516799927,0.003599222283810377,0.22087246179580688,0.3145265281200409,0.11813236773014069,0.2264525294303894
41,0,8.961590766906738,8.544239044189453,0.4145975708961487,0.002754495246335864,0.18421196937561035,0.34485486149787903,0.10953973233699799,0.23838874697685242
42,0,9.124860763549805,8.675017356872559,0.44776564836502075,0.0020779194310307503,0.21449381113052368,0.31933319568634033,0.1353985071182251,0.22495320439338684
43,0,9.164010047912598,8.855895042419434,0.3064604103565216,0.0016542102675884962,0.1389818787574768,0.3892747163772583,0.10692711174488068,0.23251941800117493
44,0,8.728137016296387,8.272872924804688,0.4540431499481201,0.0012210935819894075,0.2381802201271057,0.30136632919311523,0.10998726636171341,0.22572261095046997
45,0,8.769113540649414,8.392041206359863,0.37605971097946167,0.0010124233085662127,0.2377038598060608,0.3017803728580475,0.11918695271015167,0.2316809594631195
46,0,8.850613594055176,8.304952621459961,0.5448869466781616,0.0007746061310172081,0.2980051040649414,0.2611142694950104,0.1260601431131363,0.2303619533777237
47,0,8.86574649810791,8.427416801452637,0.43763720989227295,0.0006924312328919768,0.24853730201721191,0.29384705424308777,0.12620143592357635,0.2231483906507492
48,0,8.722334861755371,8.325199127197266,0.39656659960746765,0.0005691736587323248,0.24538284540176392,0.29612553119659424,0.11813756078481674,0.20647737383842468
49,0,8.706159591674805,8.341094017028809,0.36444514989852905,0.0006206057732924819,0.20311570167541504,0.3285640776157379,0.10243313014507294,0.22994551062583923
50,0,8.542401313781738,8.226820945739746,0.3149396777153015,0.0006404608720913529,0.22110199928283691,0.314256489276886,0.10008582472801208,0.2288712114095688
51,0,8.831817626953125,8.397406578063965,0.4337248206138611,0.0006869900971651077,0.22525405883789062,0.31111156940460205,0.11617699265480042,0.2234649658203125
52,0,8.647622108459473,8.375307083129883,0.27153295278549194,0.000782065442763269,0.1753106713294983,0.3527996838092804,0.09094083309173584,0.23673593997955322
53,0,8.74336051940918,8.391336441040039,0.3511140048503876,0.0009095852146856487,0.2261819839477539,0.31032446026802063,0.11583475023508072,0.22667178511619568
54,0,8.939743041992188,8.49169635772705,0.4470830261707306,0.0009632552973926067,0.2261819839477539,0.310316264629364,0.12446475774049759,0.22360345721244812
55,0,8.821993827819824,8.4685640335083,0.3524136543273926,0.0010159547673538327,0.17633438110351562,0.35181835293769836,0.09953124821186066,0.23441943526268005
56,0,8.42735767364502,8.150150299072266,0.2761038541793823,0.001103720860555768,0.20643001794815063,0.32586315274238586,0.0875524953007698,0.2342698574066162
57,0,8.93974781036377,8.713245391845703,0.2253289818763733,0.0011732846032828093,0.13626480102539062,0.39234426617622375,0.09290271997451782,0.23078656196594238
58,0,8.68231201171875,8.336889266967773,0.34423714876174927,0.0011854632757604122,0.1905527114868164,0.3393052816390991,0.09564725309610367,0.23581591248512268
59,0,8.344084739685059,8.070204734802246,0.2727004289627075,0.0011799236526712775,0.19591861963272095,0.3345395028591156,0.07775485515594482,0.2171657383441925
60,0,8.438176155090332,8.165105819702148,0.2719001770019531,0.0011705844663083553,0.19247585535049438,0.33755728602409363,0.08340845257043839,0.22348153591156006
61,0,9.056546211242676,8.817323684692383,0.23812101781368256,0.001101602567359805,0.1237679123878479,0.406670480966568,0.09033526480197906,0.23642969131469727
62,0,8.509279251098633,8.114351272583008,0.3938719928264618,0.0010553080355748534,0.27347588539123535,0.2767077088356018,0.10601040720939636,0.22709649801254272
63,0,8.536237716674805,8.07183837890625,0.4634653925895691,0.0009333520429208875,0.2432107925415039,0.29768624901771545,0.0951831191778183,0.22097523510456085
64,0,8.679532051086426,8.438496589660645,0.24013683199882507,0.0008981357095763087,0.18694645166397095,0.3423800766468048,0.1033485010266304,0.22466203570365906
65,0,8.597920417785645,8.3258695602417,0.27121344208717346,0.0008375861216336489,0.19678407907485962,0.33384600281715393,0.09720486402511597,0.24360302090644836
66,0,8.718152046203613,8.387104034423828,0.33033379912376404,0.0007140579400584102,0.19786858558654785,0.33299046754837036,0.10272260010242462,0.2436373233795166
67,0,8.670681953430176,8.355274200439453,0.3147832751274109,0.0006241929950192571,0.2176714539527893,0.31678125262260437,0.10979881882667542,0.22781652212142944
68,0,8.523649215698242,8.210899353027344,0.31221139430999756,0.0005384181858971715,0.22455936670303345,0.3117387592792511,0.09968440234661102,0.23039130866527557
69,0,8.571221351623535,8.217548370361328,0.353218674659729,0.00045416149077937007,0.2099948525428772,0.32303327322006226,0.09477496147155762,0.23175719380378723
70,0,8.543893814086914,8.101016998291016,0.44252365827560425,0.0003527550143189728,0.3028223514556885,0.2583100497722626,0.10830333828926086,0.2458370327949524
71,0,8.472636222839355,8.173314094543457,0.29904675483703613,0.0002753404260147363,0.18694645166397095,0.34231260418891907,0.08088309317827225,0.23014315962791443
72,0,8.32933521270752,7.843323707580566,0.4857601225376129,0.0002522151335142553,0.2948150634765625,0.2633291184902191,0.08706819266080856,0.22671905159950256
73,0,8.376160621643066,7.953249931335449,0.42270857095718384,0.0002020606625592336,0.2760353088378906,0.2752586007118225,0.09197229146957397,0.2371625453233719
74,0,8.635540008544922,8.045076370239258,0.5903182625770569,0.00014476331125479192,0.3421792984008789,0.2351895570755005,0.10930417478084564,0.2329585999250412
75,0,8.41325569152832,7.901838302612305,0.5112707614898682,0.00014644507609773427,0.2953455448150635,0.2626437544822693,0.09119650721549988,0.24241608381271362
76,0,8.941746711730957,8.765292167663574,0.17634564638137817,0.00010842166375368834,0.11040693521499634,0.4235251545906067,0.07228899002075195,0.23816557228565216
77,0,8.5355863571167,8.293282508850098,0.24220311641693115,0.00010156308417208493,0.1753106713294983,0.3529645502567291,0.08527529239654541,0.22006142139434814
78,0,8.606096267700195,8.292811393737793,0.31318289041519165,0.00010251152707496658,0.22571778297424316,0.31068211793899536,0.10743549466133118,0.2269294261932373
79,0,8.597893714904785,8.320765495300293,0.2769937515258789,0.0001345365308225155,0.17388248443603516,0.3542710244655609,0.08506080508232117,0.2406398355960846
80,0,8.353254318237305,7.983823776245117,0.3692830801010132,0.00014772784197703004,0.2296786904335022,0.3076998293399811,0.08306010067462921,0.22647595405578613
81,0,8.705781936645508,8.616861343383789,0.08875404298305511,0.00016701375716365874,0.11040693521499634,0.4234781563282013,0.06077592819929123,0.2286444902420044
82,0,8.58847427368164,8.296327590942383,0.2919866442680359,0.00016011377738323063,0.1694319248199463,0.35829123854637146,0.08235681056976318,0.21993030607700348
83,0,8.628741264343262,8.373270988464355,0.25528189539909363,0.00018866104073822498,0.14785677194595337,0.3799267113208771,0.07413361221551895,0.22198541462421417
84,0,8.500155448913574,8.250114440917969,0.24983425438404083,0.00020727471564896405,0.1894884705543518,0.34005796909332275,0.08863744139671326,0.22962912917137146
85,0,8.194219589233398,7.738397598266602,0.45560121536254883,0.00022143493697512895,0.2623560428619385,0.2840561866760254,0.072380930185318,0.2260790467262268
86,0,8.162646293640137,7.723695755004883,0.43875807523727417,0.00019227128359489143,0.26889896392822266,0.2799493074417114,0.07187487185001373,0.23081663250923157
87,0,8.321745872497559,8.105649948120117,0.2158927172422409,0.0002029011375270784,0.18191391229629517,0.346742182970047,0.0732726901769638,0.22319145500659943
88,0,8.465291023254395,8.113571166992188,0.3515529930591583,0.00016678153770044446,0.22921091318130493,0.3080288767814636,0.09397774189710617,0.22368942201137543
89,0,8.62912654876709,8.217207908630371,0.41176092624664307,0.00015759232337586582,0.23202472925186157,0.3058922290802002,0.10193163901567459,0.24355454742908478
90,0,8.53889274597168,8.191105842590332,0.34764179587364197,0.00014536952949129045,0.2509775161743164,0.2923421561717987,0.10531707108020782,0.2420065701007843
91,0,8.468367576599121,8.14125919342041,0.32698631286621094,0.00012169477122370154,0.2412881851196289,0.2989957630634308,0.0993184745311737,0.23519966006278992
92,0,8.173431396484375,7.887668609619141,0.28565722703933716,0.00010583220864646137,0.24080872535705566,0.2995125949382782,0.07778090983629227,0.2356260120868683
93,0,8.628877639770508,8.281514167785645,0.3472631871700287,9.985530050471425e-05,0.20135903358459473,0.33008551597595215,0.09649881720542908,0.231288343667984
94,0,8.640909194946289,8.224851608276367,0.4159695506095886,8.817431807983667e-05,0.3001413345336914,0.25971704721450806,0.12071292102336884,0.21969324350357056
95,0,8.181632995605469,7.864087104797363,0.3174593150615692,8.651170355733484e-05,0.278606653213501,0.2733392119407654,0.08451442420482635,0.24763357639312744
96,0,8.282495498657227,7.926444053649902,0.3559573292732239,9.44087587413378e-05,0.2618560791015625,0.28466305136680603,0.0866101011633873,0.2376653403043747
97,0,8.390718460083008,8.140676498413086,0.24994471669197083,9.707902790978551e-05,0.20377641916275024,0.3280142843723297,0.0853784903883934,0.23769479990005493
98,0,8.23035717010498,7.996289253234863,0.23396916687488556,9.96283779386431e-05,0.2355661392211914,0.30333834886550903,0.0861860066652298,0.22411419451236725
99,0,8.476994514465332,8.266144752502441,0.21075069904327393,9.886508632916957e-05,0.18842720985412598,0.3411900997161865,0.08943390101194382,0.2264784425497055
100,0,8.46140193939209,8.205557823181152,0.2557483911514282,9.548624802846462e-05,0.18316560983657837,0.3456867039203644,0.08199530839920044,0.22530215978622437
101,0,8.443620681762695,8.149904251098633,0.2936149835586548,0.00010129281145054847,0.19873833656311035,0.3323698341846466,0.08316010981798172,0.24415913224220276
102,0,8.486197471618652,8.326960563659668,0.15912459790706635,0.00011264434579061344,0.1497402787208557,0.37799498438835144,0.07017648220062256,0.23900143802165985
103,0,8.203951835632324,7.962726593017578,0.24112311005592346,0.00010174961062148213,0.2519569396972656,0.2915971577167511,0.08775028586387634,0.22851336002349854
104,0,8.441633224487305,8.117355346679688,0.32416418194770813,0.00011369027197360992,0.23014694452285767,0.3071225881576538,0.09445838630199432,0.22871769964694977
105,0,8.176456451416016,7.9070868492126465,0.2692753076553345,9.416346438229084e-05,0.27912235260009766,0.27308189868927,0.08951149880886078,0.23066002130508423
106,0,8.856820106506348,8.723115921020508,0.13360390067100525,9.990215767174959e-05,0.12411171197891235,0.4063645601272583,0.08254097402095795,0.237898051738739
107,0,8.498419761657715,8.25963020324707,0.23869888484477997,9.065026824828237e-05,0.18191391229629517,0.3466629683971405,0.08582627773284912,0.22779664397239685
108,0,8.302786827087402,8.020550727844238,0.2821319103240967,0.00010384607594460249,0.234619140625,0.3040665090084076,0.08782411366701126,0.22464439272880554
109,0,8.442453384399414,8.167458534240723,0.27488845586776733,0.00010663573630154133,0.2062082290649414,0.3261529803276062,0.08968182653188705,0.2231634259223938
110,0,8.520421981811523,8.327349662780762,0.19298496842384338,8.742605859879404e-05,0.17428994178771973,0.3538697063922882,0.08741068840026855,0.2221856713294983
111,0,8.498805046081543,8.064931869506836,0.4337802827358246,9.259647777071223e-05,0.3274879455566406,0.24338921904563904,0.11031046509742737,0.22707517445087433
112,0,8.442930221557617,8.16667652130127,0.276154100894928,9.892741218209267e-05,0.22317320108413696,0.31250131130218506,0.09584784507751465,0.23109567165374756
113,0,8.20403003692627,7.957191467285156,0.24675342440605164,8.444123523076996e-05,0.21562600135803223,0.31850406527519226,0.07462094724178314,0.2406667321920395
114,0,8.187024116516113,7.900909900665283,0.28602051734924316,9.331786714028567e-05,0.2811899185180664,0.2716992497444153,0.08965174853801727,0.2283816784620285
115,0,8.188440322875977,7.917012691497803,0.2713339328765869,9.349956235382706e-05,0.2613565921783447,0.2852087914943695,0.08652862906455994,0.22447569668293
116,0,8.359046936035156,8.108721733093262,0.25023066997528076,9.467275231145322e-05,0.22757744789123535,0.3091728687286377,0.09236739575862885,0.23292702436447144
117,0,8.376291275024414,8.090178489685059,0.2860255837440491,8.70179501362145e-05,0.22110199928283691,0.3142540156841278,0.08877523243427277,0.22799569368362427
118,0,8.232317924499512,7.833151340484619,0.39907339215278625,9.329558815807104e-05,0.32692933082580566,0.24389591813087463,0.09081518650054932,0.2255997657775879
119,0,8.334254264831543,8.068827629089355,0.26533615589141846,9.0500179794617e-05,0.2514669895172119,0.2920248210430145,0.09675221890211105,0.22366786003112793
120,0,8.329011917114258,8.215811729431152,0.11312107741832733,7.921110955066979e-05,0.1922616958618164,0.33780190348625183,0.08657523989677429,0.2339845895767212
121,0,7.987322807312012,7.756127834320068,0.23110345005989075,9.172654972644523e-05,0.2843055725097656,0.2698137164115906,0.07804257422685623,0.22815291583538055
122,0,7.919503211975098,7.678983211517334,0.24043729901313782,8.255297143477947e-05,0.27398681640625,0.2763980031013489,0.0693843811750412,0.23210811614990234
123,0,8.099778175354004,7.8732757568359375,0.22641165554523468,9.06536661204882e-05,0.21044260263442993,0.3226235806941986,0.0674486756324768,0.21837306022644043
124,0,8.104146957397461,7.891698837280273,0.21236591041088104,8.199119474738836e-05,0.2350924015045166,0.3035837411880493,0.07684376090765,0.23149490356445312
125,0,8.164643287658691,8.018369674682617,0.1461893916130066,8.425315900240093e-05,0.20026499032974243,0.3310185968875885,0.07379806786775589,0.23437535762786865
126,0,8.114765167236328,7.973063945770264,0.14161929488182068,8.246098877862096e-05,0.20910078287124634,0.32383525371551514,0.0749092698097229,0.21998253464698792
127,0,8.143714904785156,7.930597305297852,0.21302002668380737,9.763083653524518e-05,0.23320221900939941,0.3048741817474365,0.07939578592777252,0.23424333333969116
128,0,7.998591423034668,7.810610294342041,0.18789388239383698,8.744125079829246e-05,0.2643606662750244,0.28273510932922363,0.07767363637685776,0.2398798018693924
129,0,8.115866661071777,7.900806427001953,0.21497981250286102,8.021217945497483e-05,0.2843055725097656,0.26987165212631226,0.08971664309501648,0.23181572556495667
130,0,8.087983131408691,7.910411357879639,0.17749181389808655,7.987831486389041e-05,0.2765486240386963,0.2747553884983063,0.0884915143251419,0.2400379776954651
131,0,8.40655517578125,8.22140884399414,0.18506112694740295,8.504771540174261e-05,0.18736892938613892,0.3419947624206543,0.08579050004482269,0.2210552990436554
132,0,8.184329986572266,7.8770294189453125,0.3072188198566437,8.21822031866759e-05,0.2822265625,0.2711524963378906,0.08773885667324066,0.22791114449501038
133,0,8.287769317626953,7.986217498779297,0.301469087600708,8.288145181722939e-05,0.3028223514556885,0.25836411118507385,0.10000698268413544,0.22972917556762695
134,0,8.221722602844238,8.076855659484863,0.14477528631687164,9.152373968390748e-05,0.20135903358459473,0.33003056049346924,0.07977376878261566,0.22820883989334106
135,0,8.2880277633667,8.02173900604248,0.26619914174079895,8.934338256949559e-05,0.23604035377502441,0.3028908967971802,0.0867893397808075,0.24569009244441986
136,0,8.038163185119629,7.764819145202637,0.27326202392578125,8.193850226234645e-05,0.2827455997467041,0.27060332894325256,0.07888560742139816,0.22657379508018494
137,0,7.951257705688477,7.798076629638672,0.15310198068618774,7.90514750406146e-05,0.24635130167007446,0.2954251766204834,0.07367081940174103,0.21641334891319275
138,0,8.311200141906738,8.12343692779541,0.18767353892326355,8.933372737374157e-05,0.20977115631103516,0.32325658202171326,0.08704864233732224,0.22857823967933655
139,0,8.43337631225586,8.251629829406738,0.18165522813796997,9.110849350690842e-05,0.17818456888198853,0.35029885172843933,0.08312409371137619,0.22388282418251038
140,1,8.11050796508789,7.9553117752075195,0.1551089584827423,8.674507262185216e-05,0.21111512184143066,0.32206201553344727,0.07350185513496399,0.23137599229812622
141,1,8.117524147033691,7.945189952850342,0.17224186658859253,9.218518971465528e-05,0.23202472925186157,0.3059372901916504,0.0814494639635086,0.21660177409648895
142,1,8.19804859161377,7.897446632385254,0.3005191683769226,8.313927537528798e-05,0.27912235260009766,0.272944837808609,0.08991703391075134,0.21834635734558105
143,1,8.311836242675781,8.142439842224121,0.16930226981639862,9.421471622772515e-05,0.2315545678138733,0.3061898350715637,0.09669505804777145,0.23062556982040405
144,1,8.19759750366211,7.8957695960998535,0.30173298716545105,9.510844392934814e-05,0.3114817142486572,0.25309503078460693,0.09415668994188309,0.22451499104499817
145,1,8.174571990966797,7.956164836883545,0.21831494569778442,9.257048077415675e-05,0.2719459533691406,0.2776340842247009,0.09219474345445633,0.23211464285850525
146,1,8.037491798400879,7.802088737487793,0.23531779646873474,8.510941552231088e-05,0.28534793853759766,0.26913532614707947,0.08069263398647308,0.24482843279838562
147,1,8.080535888671875,7.873301982879639,0.20714212954044342,9.136101289186627e-05,0.2598609924316406,0.2861999273300171,0.08216869831085205,0.2291909009218216
148,1,8.219470977783203,8.0324125289917,0.1869739592075348,8.52167431730777e-05,0.20910078287124634,0.3236772119998932,0.07959872484207153,0.2255861461162567
149,1,7.918390274047852,7.767292499542236,0.1510150134563446,8.317183528561145e-05,0.2643606662750244,0.2826969027519226,0.07487942278385162,0.230703666806221
150,1,8.076123237609863,7.996013641357422,0.08002813905477524,8.06997122708708e-05,0.19591861963272095,0.33457255363464355,0.0697823017835617,0.2381160855293274
151,1,8.266014099121094,8.157384872436523,0.10854607820510864,8.30934222904034e-05,0.1734755039215088,0.35445019602775574,0.07135266065597534,0.24214553833007812
152,1,8.157622337341309,8.046814918518066,0.11072082072496414,8.685576904099435e-05,0.21178871393203735,0.32144787907600403,0.08211679756641388,0.22393709421157837
153,1,8.053840637207031,7.958248615264893,0.0955095887184143,8.234306733356789e-05,0.2088775634765625,0.32384511828422546,0.07284021377563477,0.2316235601902008
154,1,8.226432800292969,8.02573299407959,0.20060224831104279,9.740966197568923e-05,0.24369263648986816,0.2973971664905548,0.0895821750164032,0.2428516149520874
155,1,8.05826473236084,7.8256635665893555,0.232513427734375,8.821336086839437e-05,0.3513803482055664,0.23001155257225037,0.09229035675525665,0.22695177793502808
156,1,8.22042465209961,8.018604278564453,0.20173650979995728,8.378562051802874e-05,0.2694056034088135,0.2796482443809509,0.09682144969701767,0.2271299958229065
157,1,8.184946060180664,8.007018089294434,0.17785482108592987,7.374965207418427e-05,0.29006218910217285,0.2660623788833618,0.09935377538204193,0.23727701604366302
158,1,8.129308700561523,7.872992992401123,0.2562299966812134,8.591888035880402e-05,0.285869836807251,0.2689664959907532,0.08927837014198303,0.21122963726520538
159,1,8.058476448059082,7.885077953338623,0.17330977320671082,8.845014235703275e-05,0.27552247047424316,0.27535393834114075,0.08715064078569412,0.22942732274532318
160,1,7.969296932220459,7.8554863929748535,0.11371554434299469,9.490964293945581e-05,0.24538284540176392,0.29615792632102966,0.07781241089105606,0.22014740109443665
161,1,8.174270629882812,8.088977813720703,0.08519655466079712,9.677324851509184e-05,0.19570255279541016,0.3348214626312256,0.07808530330657959,0.22919008135795593
162,1,8.286184310913086,8.14185619354248,0.14424622058868408,8.171386434696615e-05,0.18421196937561035,0.34485411643981934,0.07612229883670807,0.23702755570411682
163,1,8.041123390197754,7.94032621383667,0.10070439428091049,9.215065801981837e-05,0.19656753540039062,0.333937406539917,0.06577860563993454,0.23544397950172424
164,1,8.00946044921875,7.7834672927856445,0.2259169965982437,7.62721465434879e-05,0.3049757480621338,0.25670111179351807,0.08378032594919205,0.23107951879501343
165,1,8.260344505310059,8.037742614746094,0.22251445055007935,8.814161992631853e-05,0.2495119571685791,0.2931828796863556,0.09427732974290848,0.21939285099506378
166,1,8.348747253417969,8.235503196716309,0.11316818743944168,7.62922500143759e-05,0.1682281494140625,0.3596298098564148,0.07639901340007782,0.21881264448165894
167,1,8.25915241241455,8.128912925720215,0.1301526576280594,8.655537385493517e-05,0.2206430435180664,0.3146555423736572,0.09103252738714218,0.23688998818397522
168,1,8.152752876281738,7.950818061828613,0.20184801518917084,8.660444291308522e-05,0.24732166528701782,0.2948262691497803,0.08521294593811035,0.23246902227401733
169,1,8.043364524841309,7.836945056915283,0.20632724463939667,9.23181141843088e-05,0.3055152893066406,0.2563900053501129,0.08845557272434235,0.22911599278450012
170,1,8.246339797973633,7.988977909088135,0.2572806477546692,8.060513937380165e-05,0.3548622131347656,0.2280448079109192,0.10549754649400711,0.23539268970489502
171,1,8.127692222595215,7.852139949798584,0.27546921372413635,8.268049714388326e-05,0.3103926181793213,0.25352585315704346,0.08911208808422089,0.24324044585227966
172,1,8.061928749084473,7.8376078605651855,0.22423642873764038,8.454850467387587e-05,0.2801551818847656,0.2722262442111969,0.08418203890323639,0.2305615246295929
173,1,8.134373664855957,7.9495391845703125,0.18473690748214722,9.722480899654329e-05,0.2310848832130432,0.30659162998199463,0.07983856648206711,0.23733125627040863
174,1,8.287724494934082,8.13541030883789,0.15221603214740753,9.805238369153813e-05,0.20910078287124634,0.3237530589103699,0.08671680092811584,0.2419535219669342
175,1,8.029766082763672,7.866459846496582,0.16321741044521332,8.868632721714675e-05,0.22874361276626587,0.30821600556373596,0.0730603039264679,0.2283308506011963
176,1,8.063677787780762,7.897766590118408,0.16581736505031586,9.391683852300048e-05,0.2863922119140625,0.2685834765434265,0.0897059366106987,0.23282179236412048
177,1,8.094106674194336,7.923007011413574,0.17101064324378967,8.876757783582434e-05,0.2539215087890625,0.2902785837650299,0.08520951122045517,0.22466379404067993
178,1,8.183866500854492,7.945240497589111,0.23854480683803558,8.122465806081891e-05,0.2618560791015625,0.284610390663147,0.08917446434497833,0.2265319973230362
179,1,8.276811599731445,8.077093124389648,0.19962778687477112,9.08263900782913e-05,0.21995550394058228,0.31508636474609375,0.08811601996421814,0.21867498755455017
180,1,8.175548553466797,7.931546211242676,0.24392056465148926,8.15415260149166e-05,0.2822265625,0.2710075378417969,0.09145955741405487,0.24009838700294495
181,1,8.2604341506958,7.984814643859863,0.2755237817764282,9.539874008623883e-05,0.3169558048248291,0.2497071623802185,0.1025659516453743,0.22306206822395325
182,1,8.200584411621094,7.995659828186035,0.20482605695724487,9.789694740902632e-05,0.2729654312133789,0.2770070433616638,0.09508903324604034,0.23875536024570465
183,1,8.053096771240234,7.904781341552734,0.1482313573360443,8.423066174145788e-05,0.23014694452285767,0.3071634769439697,0.07653386890888214,0.23058389127254486
184,1,8.092192649841309,7.873689651489258,0.21841475367546082,8.838325447868556e-05,0.2863922119140625,0.26862359046936035,0.08703580498695374,0.24014484882354736
